,Aire acondicionado,Altura sótano,Ancho de calle,Año de construcción,Año de reforma,Base,Baños a medias por encima ,Baños a medias sótano,Baños enteros por encima,Baños enteros sótano,Calidad chimeneas,Calidad cocina,Calidad garaje,Calidad materiales,Calidad materiales exterior,Calidad vivienda,Calidad y condición de la calefacción,Calidad y condición piscina,Callejón,Cantidad bloques pies cuadrados,Chimeneas,Clasificación,Clasificación sótano zona1,Clasificación sótano zona2,Coches garaje,Cocina por encima,Condición 1,Condición 2,Condición garaje,Condición materiales exterior,Condición sótano,Condición venta,Dormitorios por encima,Estilo tejado,Funcionalidad casa,Geografía del terreno,Localización,Material tejado,Otras características,Pavimento,Pavimento entrada coche,Pendiente,Pes cuadr. baja calidad,Pes cuadr. totales (sin garaje),Pies cuadr. cerramiento,Pies cuadr. cubierta madera,Pies cuadr. piscina,Pies cuadr. poche abierto,Pies cuadr. porcha cerrado,Pies cuadr. segundo piso,Pies cuadr. sótano sin acabar,Pies cuadr. z1 sótano,Pies cuadr. z2 sótano,Pies cuadrados terreno,Plantas,Precio mensual,PrecioAnual,Primer revestimiento exterior,Puertecita sótano,Relieve,ScreenPorch,Segundo revestimiento exterior,Sistema eléctrico,Situación garaje,Tipo de bloque,Tipo de calefacción,Tipo de garaje,Tipo de venta,Tipo de vivienda,Total pies cuadr. sótano,Valla,Valor otras caract.,Vecindario,Zona,PrecioDeVenta
792,Y,Gd,76.0,2007,2007,PConc,0,0.0,2,0.0,None,Gd,TA,5,Gd,8,Ex,None,None,140.0,0,20,Unf,Unf,2.0,1,Norm,Norm,TA,TA,TA,Partial,3,Gable,Typ,Lvl,Inside,CompShg,None,Pave,Y,Gtl,0,1496,0,168,0,130,0,0,1496.0,0.0,0.0,9158,1Story,6,2007,CemntBd,Av,Reg,0,CmentBd,SBrkr,Fin,Stone,GasA,Attchd,New,1Fam,1496.0,None,0,Somerst,RL,225000
793,Y,Gd,64.0,1994,1996,PConc,1,0.0,2,0.0,TA,Gd,TA,5,Gd,7,Ex,None,None,0.0,1,60,Unf,Unf,2.0,1,Norm,Norm,TA,TA,TA,Normal,3,Gable,Typ,Lvl,Corner,CompShg,Shed,Pave,Y,Gtl,0,1895,0,143,0,46,0,809,712.0,0.0,0.0,10832,2Story,10,2008,MetalSd,No,IR1,0,MetalSd,SBrkr,Fin,None,GasA,Attchd,WD,1Fam,712.0,None,500,Gilbert,RL,194500
794,Y,Gd,70.0,1980,1981,CBlock,1,0.0,2,0.0,TA,TA,TA,6,TA,6,TA,None,None,130.0,1,60,Unf,Unf,2.0,1,Norm,Norm,TA,TA,TA,Normal,3,Gable,Typ,Lvl,Inside,CompShg,None,Pave,Y,Gtl,0,1564,0,0,0,50,0,676,650.0,0.0,0.0,8400,2Story,4,2010,HdBoard,No,Reg,204,HdBoard,SBrkr,Unf,BrkFace,GasA,Attchd,WD,1Fam,650.0,MnPrv,0,SawyerW,RL,171000
795,Y,TA,71.0,1977,1977,CBlock,1,0.0,1,0.0,TA,TA,TA,5,TA,6,Ex,None,None,148.0,1,20,Unf,Unf,2.0,1,Norm,Norm,TA,TA,TA,Normal,3,Gable,Typ,Lvl,Inside,CompShg,None,Pave,Y,Gtl,0,1285,0,138,0,0,0,0,660.0,0.0,0.0,8197,1Story,4,2007,Plywood,No,Reg,0,Plywood,SBrkr,RFn,BrkFace,GasA,Attchd,WD,1Fam,660.0,MnPrv,0,Sawyer,RL,143500
796,Y,TA,57.0,1953,1953,CBlock,0,0.0,1,0.0,None,TA,TA,5,TA,5,Gd,None,None,0.0,0,20,BLQ,Unf,1.0,1,Norm,Norm,TA,TA,TA,Abnorml,2,Gable,Typ,Lvl,Inside,CompShg,None,Pave,Y,Gtl,0,773,0,0,0,0,0,0,203.0,570.0,0.0,7677,1Story,4,2008,VinylSd,No,Reg,0,VinylSd,SBrkr,Unf,None,GasA,Attchd,WD,1Fam,773.0,None,0,NAmes,RL,110000
797,Y,Ex,104.0,2008,2009,PConc,1,0.0,3,0.0,Gd,Ex,TA,5,Ex,9,Ex,None,None,860.0,2,60,Unf,Unf,3.0,1,Norm,Norm,TA,TA,TA,Partial,4,Hip,Typ,Lvl,Inside,CompShg,None,Pave,Y,Gtl,0,3140,0,144,0,78,0,1174,1926.0,0.0,0.0,13518,2Story,7,2009,VinylSd,No,Reg,0,VinylSd,SBrkr,Fin,Stone,GasA,BuiltIn,New,1Fam,1926.0,None,0,NridgHt,RL,485000
798,Y,Gd,60.0,1937,1950,BrkTil,1,0.0,1,1.0,TA,Gd,TA,7,TA,5,Ex,None,None,252.0,2,50,ALQ,Unf,1.0,1,Feedr,Norm,TA,TA,TA,Normal,3,Gable,Typ,Lvl,Corner,CompShg,None,Pave,Y,Gtl,0,1768,0,0,0,0,264,787,162.0,569.0,0.0,7200,1.5Fin,6,2007,Wd Sdng,No,Reg,0,Wd Sdng,SBrkr,Unf,BrkFace,GasA,Detchd,WD,1Fam,731.0,MnPrv,0,SWISU,RL,175000
799,Y,Gd,79.0,1997,1997,PConc,1,0.0,2,1.0,None,Gd,TA,5,TA,6,Gd,None,None,0.0,0,60,GLQ,Unf,2.0,1,Feedr,Norm,TA,TA,TA,Normal,4,Gable,Typ,HLS,Inside,CompShg,Shed,Pave,Y,Mod,0,1688,0,403,0,114,185,1072,154.0,462.0,0.0,12798,2Story,5,2008,VinylSd,Gd,IR1,0,VinylSd,SBrkr,RFn,None,GasA,Attchd,WD,1Fam,616.0,None,400,ClearCr,RL,200000
800,Y,TA,40.0,1916,1990,CBlock,0,0.0,1,1.0,None,TA,TA,7,TA,4,Ex,None,None,0.0,0,30,LwQ,Unf,2.0,1,Norm,Norm,TA,TA,TA,Normal,2,Gable,Typ,Lvl,Inside,CompShg,None,Pave,Y,Gtl,0,1196,0,0,0,0,0,0,999.0,197.0,0.0,4800,1Story,7,2007,MetalSd,No,Reg,0,MetalSd,FuseA,Unf,None,GasA,Detchd,WD,1Fam,1196.0,None,0,IDOTRR,RM,109900
801,Y,Gd,63.0,2005,2005,PConc,1,0.0,2,1.0,Gd,Gd,TA,5,Gd,7,Ex,None,None,0.0,1,60,GLQ,Unf,2.0,1,Norm,Norm,TA,TA,TA,Normal,3,Gable,Typ,Lvl,Inside,CompShg,None,Pave,Y,Gtl,0,1456,0,36,0,18,0,728,80.0,648.0,0.0,8199,2Story,10,2008,WdShing,Av,Reg,0,Wd Shng,SBrkr,Fin,None,GasA,Attchd,WD,1Fam,728.0,None,0,CollgCr,RL,189000
802,Y,Ex,107.0,2008,2009,PConc,1,0.0,3,0.0,Gd,Ex,TA,5,Ex,9,Ex,None,None,424.0,1,60,Unf,Unf,3.0,1,Norm,Norm,TA,TA,TA,Partial,4,Hip,Typ,Lvl,Inside,CompShg,None,Pave,Y,Gtl,0,2822,0,52,0,170,0,1088,1734.0,0.0,0.0,13891,2Story,1,2009,VinylSd,Gd,Reg,192,VinylSd,SBrkr,RFn,Stone,GasA,BuiltIn,New,1Fam,1734.0,None,0,NridgHt,RL,582933
803,Y,TA,75.0,1954,1954,CBlock,0,0.0,1,0.0,None,TA,TA,5,TA,5,TA,None,None,0.0,0,20,LwQ,Unf,1.0,1,Norm,Norm,TA,TA,TA,Family,2,Gable,Min1,Lvl,Inside,CompShg,None,Pave,Y,Gtl,0,1128,0,0,0,0,0,0,124.0,812.0,0.0,9000,1Story,6,2006,Wd Sdng,No,Reg,0,Wd Sdng,SBrkr,Unf,None,GasA,Attchd,WD,1Fam,936.0,GdWo,0,NAmes,RL,118000
804,Y,Gd,91.0,2008,2008,PConc,0,0.0,2,0.0,None,Ex,TA,5,Gd,7,Ex,None,None,256.0,0,20,Unf,Unf,2.0,1,Norm,Norm,TA,TA,TA,Partial,3,Gable,Typ,Lvl,FR2,CompShg,None,Pave,Y,Gtl,0,1428,0,0,0,60,0,0,1417.0,0.0,0.0,12274,1Story,7,2008,VinylSd,No,IR1,0,VinylSd,SBrkr,RFn,Stone,GasA,Attchd,New,1Fam,1417.0,None,0,Somerst,RL,227680
805,Y,TA,75.0,1967,1967,PConc,0,0.0,2,0.0,None,TA,TA,5,TA,5,Gd,None,None,0.0,0,80,ALQ,Rec,1.0,1,Norm,Norm,TA,TA,TA,Normal,3,Gable,Typ,Lvl,Inside,CompShg,None,Pave,Y,Gtl,0,980,0,68,0,0,0,0,100.0,400.0,480.0,9750,SLvl,10,2006,VinylSd,Av,Reg,0,VinylSd,SBrkr,Fin,None,GasA,Attchd,WD,1Fam,980.0,None,0,NAmes,RL,135500
806,Y,TA,144.0,1923,2004,CBlock,1,0.0,1,2.0,TA,Gd,TA,6,TA,5,Ex,None,None,0.0,1,70,GLQ,Unf,2.0,1,Norm,Norm,TA,TA,TA,Normal,3,Gable,Typ,Lvl,Inside,CompShg,None,Pave,Y,Gtl,0,1576,0,0,0,312,0,504,15.0,1309.0,0.0,21384,2Story,5,2009,Wd Sdng,Gd,Reg,0,Wd Sdng,SBrkr,RFn,None,GasA,Attchd,WD,1Fam,1324.0,None,0,BrkSide,RL,223500
807,Y,TA,85.0,1966,1966,CBlock,0,0.0,1,1.0,Gd,TA,TA,5,TA,5,TA,None,None,1047.0,1,80,ALQ,BLQ,2.0,1,Norm,Norm,TA,TA,TA,Normal,3,Gable,Typ,Lvl,Inside,CompShg,None,Pave,Y,Gtl,0,1086,0,0,0,0,0,0,380.0,516.0,128.0,13400,SLvl,6,2006,VinylSd,Av,Reg,0,VinylSd,SBrkr,RFn,BrkFace,GasA,Attchd,WD,1Fam,1024.0,GdWo,0,NAmes,RL,159950
808,N,TA,90.0,1898,1965,PConc,0,0.0,2,0.0,None,TA,Fa,5,TA,5,TA,None,None,0.0,0,75,Unf,Unf,2.0,3,Norm,Norm,Po,TA,TA,Normal,2,Hip,Typ,Lvl,Corner,CompShg,None,Pave,N,Gtl,0,2138,0,40,0,156,0,1063,849.0,0.0,0.0,8100,2.5Unf,11,2009,AsbShng,No,Reg,0,AsbShng,FuseA,Unf,None,GasA,Detchd,WD,1Fam,849.0,MnPrv,0,OldTown,RM,106000
809,Y,TA,78.0,1974,1999,CBlock,1,0.0,1,1.0,Fa,Gd,TA,6,TA,6,Fa,Fa,None,99.0,1,20,ALQ,LwQ,2.0,1,Norm,Norm,TA,TA,TA,Normal,3,Hip,Typ,Lvl,Inside,CompShg,None,Pave,Y,Gtl,0,1309,0,265,648,0,0,0,0.0,663.0,377.0,10140,1Story,1,2006,HdBoard,No,Reg,0,HdBoard,SBrkr,RFn,BrkFace,GasA,Attchd,WD,1Fam,1040.0,GdPrv,0,NWAmes,RL,181000
810,Y,Gd,70.0,2004,2004,PConc,0,0.0,1,1.0,Gd,Gd,TA,5,Gd,6,Ex,None,None,169.0,1,120,GLQ,Unf,2.0,1,Norm,Norm,TA,TA,TA,Normal,1,Gable,Typ,Lvl,Inside,CompShg,None,Pave,Y,Gtl,0,848,0,140,0,0,0,0,186.0,662.0,0.0,4438,1Story,6,2008,VinylSd,Gd,Reg,0,VinylSd,SBrkr,Fin,BrkFace,GasA,Attchd,ConLD,TwnhsE,848.0,None,0,CollgCr,RM,144500
811,N,TA,66.0,1952,1952,CBlock,0,0.0,1,0.0,None,Fa,TA,5,Fa,5,TA,None,None,0.0,0,20,Unf,Unf,2.0,1,Norm,Norm,TA,TA,TA,Alloca,2,Hip,Typ,Bnk,Inside,CompShg,Shed,Grvl,N,Mod,0,1044,0,0,0,0,0,0,540.0,0.0,0.0,8712,1Story,6,2010,Wd Sdng,Av,Reg,0,Wd Sdng,FuseA,Unf,None,GasA,Basment,WD,1Fam,540.0,None,54,IDOTRR,C (all),55993
812,Y,TA,75.0,1958,1958,CBlock,1,0.0,1,0.0,None,TA,TA,6,TA,6,Gd,None,None,243.0,0,20,Rec,Unf,1.0,1,Norm,Norm,TA,TA,TA,Normal,4,Gable,Typ,Lvl,Inside,CompShg,Shed,Pave,Y,Gtl,0,1442,0,0,0,0,275,0,834.0,608.0,0.0,9750,1Story,4,2007,MetalSd,No,Reg,0,MetalSd,SBrkr,RFn,BrkFace,GasA,Attchd,COD,1Fam,1442.0,None,500,NAmes,RL,157900
813,Y,TA,45.0,1918,1950,BrkTil,1,1.0,1,0.0,None,Fa,TA,7,TA,5,Gd,None,Grvl,0.0,0,50,Unf,Unf,1.0,1,Norm,Norm,TA,TA,TA,Normal,3,Gable,Typ,Lvl,Inside,CompShg,None,Pave,P,Gtl,0,1250,0,207,0,0,96,564,686.0,0.0,0.0,8248,1.5Fin,7,2006,Stucco,No,Reg,0,Stucco,SBrkr,Unf,None,GasW,Detchd,WD,1Fam,686.0,None,0,Edwards,RL,116000
814,Y,Gd,48.0,1998,1998,PConc,0,0.0,2,0.0,None,Gd,TA,5,TA,7,Ex,None,None,442.0,0,20,Unf,Unf,2.0,1,Norm,Norm,TA,TA,TA,Normal,3,Gable,Typ,Lvl,CulDSac,CompShg,None,Pave,Y,Gtl,0,1661,0,0,0,34,0,0,1649.0,0.0,0.0,12137,1Story,5,2010,VinylSd,No,IR2,0,VinylSd,SBrkr,RFn,BrkFace,GasA,Attchd,WD,1Fam,1649.0,None,0,CollgCr,RL,224900
815,Y,TA,73.0,1954,1954,CBlock,0,0.0,1,0.0,Gd,TA,TA,6,TA,5,Gd,None,None,0.0,1,20,BLQ,Unf,1.0,1,Norm,Norm,TA,TA,TA,Normal,2,Gable,Typ,Lvl,Corner,CompShg,None,Pave,Y,Gtl,0,1008,0,0,0,0,120,0,522.0,486.0,0.0,11425,1Story,7,2006,BrkFace,No,IR1,0,BrkFace,SBrkr,RFn,None,GasA,Attchd,WD,1Fam,1008.0,None,0,NAmes,RL,137000
816,Y,Gd,74.0,2002,2002,PConc,0,0.0,2,1.0,Gd,Gd,TA,5,Gd,8,Ex,None,None,148.0,2,20,GLQ,Unf,3.0,1,Norm,Norm,TA,TA,TA,Normal,3,Hip,Typ,Lvl,CulDSac,CompShg,None,Pave,Y,Gtl,0,1689,0,150,0,59,0,0,350.0,1218.0,0.0,13265,1Story,7,2008,CemntBd,No,IR1,0,CmentBd,SBrkr,RFn,BrkFace,GasA,Attchd,WD,1Fam,1568.0,None,0,Mitchel,RL,271000
817,Y,TA,80.0,1971,1971,CBlock,0,0.0,1,1.0,None,TA,TA,7,TA,6,Gd,None,None,80.0,0,80,GLQ,Unf,2.0,1,Norm,Norm,TA,TA,TA,Normal,3,Gable,Typ,Lvl,Inside,CompShg,None,Pave,Y,Gtl,0,1052,0,0,0,0,0,0,506.0,504.0,0.0,8816,SLvl,6,2010,HdBoard,Av,Reg,0,HdBoard,SBrkr,Unf,BrkFace,GasA,Attchd,WD,1Fam,1010.0,MnPrv,0,ClearCr,RL,155000
818,Y,Gd,44.0,2009,2010,PConc,0,0.0,2,1.0,Gd,Gd,TA,5,Gd,7,Ex,None,None,128.0,1,120,GLQ,Unf,2.0,1,Norm,Norm,TA,TA,TA,Partial,2,Gable,Typ,Lvl,Inside,CompShg,None,Pave,Y,Gtl,0,1358,0,192,0,35,0,0,625.0,733.0,0.0,6371,1Story,6,2010,VinylSd,Mn,IR1,0,VinylSd,SBrkr,RFn,Stone,GasA,Attchd,New,TwnhsE,1358.0,None,0,NridgHt,RL,224000
819,Y,Gd,72.0,2003,2003,PConc,1,0.0,2,0.0,None,Gd,TA,5,Gd,7,Ex,None,None,0.0,0,60,Unf,Unf,2.0,1,Norm,Norm,TA,TA,TA,Normal,3,Gable,Typ,Lvl,CulDSac,CompShg,None,Pave,Y,Gtl,0,1640,0,0,0,45,0,842,798.0,0.0,0.0,7226,2Story,6,2008,VinylSd,No,IR1,0,VinylSd,SBrkr,RFn,None,GasA,Attchd,WD,1Fam,798.0,None,0,CollgCr,RL,183000
820,N,Fa,60.0,1953,1953,CBlock,0,0.0,1,0.0,None,TA,TA,4,Fa,4,TA,None,Pave,0.0,0,20,Unf,Unf,2.0,1,Norm,Norm,TA,TA,TA,Normal,2,Gable,Min2,Bnk,Inside,CompShg,None,Pave,Y,Mod,0,936,0,0,0,32,112,0,936.0,0.0,0.0,6000,1Story,2,2009,MetalSd,No,Reg,0,MetalSd,SBrkr,Unf,None,GasA,Detchd,WD,2fmCon,936.0,None,0,OldTown,RM,93000
821,Y,Gd,64.0,2003,2003,PConc,1,0.0,2,0.0,Gd,Gd,TA,5,Gd,7,Ex,None,None,0.0,1,60,Unf,Unf,2.0,1,Norm,Norm,TA,TA,TA,Family,3,Gable,Typ,Lvl,Corner,CompShg,None,Pave,Y,Gtl,0,1733,0,100,0,48,0,886,847.0,0.0,0.0,12394,2Story,10,2007,VinylSd,Gd,IR1,0,VinylSd,SBrkr,Fin,None,GasA,BuiltIn,WD,1Fam,847.0,None,0,Gilbert,RL,225000
822,Y,TA,60.0,1940,1950,BrkTil,0,0.0,2,0.0,Gd,TA,TA,7,TA,6,TA,None,None,0.0,1,50,Unf,Unf,1.0,1,Norm,Norm,TA,TA,TA,Normal,3,Gable,Typ,Lvl,Inside,CompShg,None,Pave,Y,Gtl,0,1489,0,335,0,0,0,545,778.0,0.0,0.0,9900,1.5Fin,7,2009,VinylSd,No,Reg,0,VinylSd,SBrkr,Unf,None,GasA,Detchd,WD,1Fam,778.0,GdWo,0,SWISU,RL,139500
823,Y,Gd,81.0,2006,2006,PConc,0,0.0,2,0.0,Gd,Gd,TA,5,Gd,8,Ex,None,None,0.0,1,20,Unf,Unf,2.0,1,Norm,Norm,TA,TA,Gd,Partial,3,Gable,Typ,Lvl,Inside,CompShg,None,Pave,Y,Gtl,0,1489,0,0,0,140,0,0,1489.0,0.0,0.0,11216,1Story,6,2006,VinylSd,No,Reg,0,VinylSd,SBrkr,RFn,None,GasA,Attchd,New,1Fam,1489.0,None,0,Somerst,FV,232600
824,Y,Ex,114.0,2007,2008,PConc,0,0.0,2,1.0,Gd,Ex,TA,5,Ex,10,Ex,None,None,816.0,1,20,GLQ,Unf,3.0,1,PosN,PosN,TA,TA,TA,Partial,2,Hip,Typ,Lvl,Inside,CompShg,None,Pave,Y,Gtl,0,2084,0,188,0,45,0,0,442.0,1636.0,0.0,14803,1Story,6,2008,CemntBd,Av,Reg,0,CmentBd,SBrkr,Fin,BrkFace,GasA,Attchd,New,1Fam,2078.0,None,0,NridgHt,RL,385000
825,Y,TA,50.0,1924,1950,BrkTil,0,0.0,1,1.0,None,Gd,None,6,TA,5,Gd,None,None,0.0,0,45,ALQ,Unf,0.0,1,Norm,Norm,None,TA,TA,Normal,2,Gable,Typ,Lvl,Inside,CompShg,None,Pave,Y,Gtl,0,784,0,0,0,0,116,0,0.0,784.0,0.0,6130,1.5Unf,5,2008,MetalSd,No,Reg,0,MetalSd,SBrkr,None,None,GasA,None,WD,1Fam,784.0,None,0,BrkSide,RM,109500
826,Y,Gd,65.0,2001,2001,PConc,0,0.0,2,0.0,TA,Gd,TA,5,Gd,7,Ex,None,None,0.0,1,20,GLQ,Unf,2.0,1,Norm,Norm,TA,TA,TA,Normal,3,Gable,Typ,Lvl,Inside,CompShg,None,Pave,Y,Gtl,0,1434,0,290,0,39,0,0,1434.0,20.0,0.0,8529,1Story,4,2009,VinylSd,No,IR1,0,VinylSd,SBrkr,RFn,None,GasA,Attchd,WD,1Fam,1454.0,None,0,SawyerW,RL,189000
827,Y,TA,80.5,1967,1967,PConc,1,1.0,2,0.0,None,TA,TA,5,TA,5,TA,None,None,0.0,0,60,LwQ,ALQ,2.0,1,Norm,Norm,TA,TA,Gd,Abnorml,3,Flat,Min2,Low,CulDSac,Tar&Grv,None,Pave,Y,Sev,0,2126,0,486,0,0,0,966,0.0,249.0,764.0,28698,2Story,6,2009,Plywood,Gd,IR2,225,Plywood,SBrkr,Fin,None,GasA,Attchd,WD,1Fam,1013.0,None,0,ClearCr,RL,185000
828,Y,Gd,24.0,2005,2005,PConc,1,0.0,2,0.0,None,Gd,TA,5,Gd,7,Ex,None,Pave,0.0,0,160,Unf,Unf,2.0,1,Norm,Norm,TA,TA,TA,Normal,2,Gable,Typ,Lvl,Inside,CompShg,None,Pave,Y,Gtl,80,1223,0,0,0,166,0,623,600.0,0.0,0.0,2544,2Story,7,2006,MetalSd,No,Reg,0,MetalSd,SBrkr,RFn,None,GasA,Detchd,WD,Twnhs,600.0,None,0,Somerst,FV,147400
829,Y,TA,80.0,1957,1957,CBlock,1,0.0,1,1.0,Gd,TA,TA,5,TA,6,TA,None,None,387.0,2,20,Rec,Unf,2.0,1,Norm,Norm,TA,TA,TA,Normal,3,Gable,Typ,Lvl,Corner,CompShg,None,Pave,Y,Gtl,0,1392,0,0,0,0,0,0,352.0,1040.0,0.0,11900,1Story,6,2008,HdBoard,No,IR1,192,HdBoard,FuseA,RFn,BrkFace,GasA,Attchd,WD,1Fam,1392.0,None,0,NAmes,RL,166000
830,Y,Gd,30.0,2005,2005,PConc,1,0.0,2,0.0,None,Gd,TA,5,TA,7,Ex,None,Pave,0.0,0,160,Unf,Unf,2.0,1,Norm,Norm,TA,TA,TA,Normal,2,Gable,Typ,Lvl,Inside,CompShg,None,Pave,Y,Gtl,80,1200,0,0,0,166,0,600,600.0,0.0,0.0,3180,2Story,6,2006,MetalSd,No,Reg,0,MetalSd,SBrkr,RFn,None,GasA,Detchd,WD,TwnhsE,600.0,None,0,Somerst,FV,151000
831,Y,Gd,44.0,2003,2003,PConc,1,0.0,2,1.0,TA,Gd,TA,6,Gd,7,Ex,None,None,223.0,1,60,GLQ,Unf,2.0,1,Norm,Norm,TA,TA,TA,Normal,3,Gable,Typ,Lvl,CulDSac,CompShg,None,Pave,Y,Gtl,0,1829,0,192,0,39,0,888,458.0,483.0,0.0,9548,2Story,1,2010,VinylSd,No,IR1,0,VinylSd,SBrkr,RFn,BrkFace,GasA,Attchd,WD,1Fam,941.0,None,0,CollgCr,RL,237000
832,Y,TA,100.0,1964,1964,CBlock,1,0.0,1,0.0,None,TA,TA,6,TA,6,TA,None,None,180.0,0,20,Rec,BLQ,2.0,1,Norm,Norm,TA,TA,TA,Normal,3,Gable,Typ,Lvl,Inside,CompShg,None,Pave,Y,Gtl,0,1516,0,0,0,0,0,0,975.0,196.0,345.0,10004,1Story,2,2009,HdBoard,No,Reg,152,Plywood,SBrkr,RFn,BrkFace,GasA,Attchd,WD,1Fam,1516.0,None,0,NAmes,RL,167000
833,Y,TA,75.0,1961,1961,CBlock,0,0.0,1,1.0,None,TA,TA,6,TA,5,Gd,None,None,136.0,0,20,Rec,Unf,2.0,1,Norm,Norm,TA,TA,TA,Normal,3,Gable,Typ,Lvl,Inside,CompShg,None,Pave,Y,Gtl,0,1144,0,0,0,0,0,0,572.0,572.0,0.0,7875,1Story,9,2008,VinylSd,No,Reg,0,VinylSd,SBrkr,Unf,BrkFace,GasA,Attchd,WD,1Fam,1144.0,GdWo,0,NAmes,RL,139950
834,Y,Gd,60.0,1950,1995,CBlock,0,0.0,2,0.0,None,Gd,TA,7,TA,4,TA,None,None,0.0,0,20,BLQ,Unf,2.0,1,Norm,Norm,TA,TA,TA,Normal,2,Gable,Min2,Lvl,Inside,CompShg,None,Pave,Y,Gtl,0,1067,0,290,0,0,0,0,625.0,442.0,0.0,9600,1Story,2,2010,VinylSd,No,Reg,0,HdBoard,SBrkr,Unf,None,GasA,Attchd,WD,1Fam,1067.0,None,0,Sawyer,RL,128000
835,Y,TA,90.0,1948,1973,BrkTil,0,0.0,1,1.0,None,TA,TA,6,TA,5,Gd,None,Pave,0.0,0,30,Rec,Unf,2.0,1,Norm,Norm,TA,TA,TA,Normal,2,Gable,Min2,Lvl,Inside,CompShg,None,Pave,Y,Gtl,0,1559,0,0,0,116,230,0,1221.0,338.0,0.0,8100,1Story,6,2007,VinylSd,No,Reg,0,VinylSd,SBrkr,Unf,None,GasA,Detchd,COD,1Fam,1559.0,GdWo,0,OldTown,RM,153500
836,Y,TA,21.0,1973,1973,CBlock,1,0.0,1,1.0,None,TA,TA,5,TA,6,TA,None,None,158.0,0,160,BLQ,Unf,1.0,1,Norm,Norm,TA,TA,TA,Normal,2,Gable,Typ,Lvl,Inside,CompShg,None,Pave,Y,Gtl,0,987,0,0,0,0,0,504,153.0,330.0,0.0,1680,2Story,11,2008,HdBoard,No,Reg,0,HdBoard,SBrkr,Unf,BrkFace,GasA,Detchd,WD,Twnhs,483.0,None,0,BrDale,RM,100000
837,Y,Gd,75.0,1995,2006,PConc,1,0.0,1,0.0,None,Gd,TA,6,TA,5,Ex,None,None,0.0,0,20,Unf,Unf,1.0,1,Norm,Norm,TA,TA,TA,Normal,3,Gable,Typ,Lvl,Inside,CompShg,None,Pave,Y,Gtl,0,1099,0,278,0,0,0,0,1099.0,0.0,0.0,9525,1Story,6,2008,VinylSd,No,Reg,0,VinylSd,SBrkr,Unf,None,GasA,Attchd,WD,1Fam,1099.0,None,0,CollgCr,RL,144000
838,Y,TA,70.0,1946,1995,CBlock,0,0.0,1,0.0,None,TA,TA,6,TA,5,Ex,None,None,0.0,0,50,BLQ,Unf,1.0,1,Norm,Norm,TA,TA,TA,Normal,3,Gable,Typ,Lvl,Inside,CompShg,None,Pave,Y,Gtl,0,1200,0,0,0,0,0,432,416.0,352.0,0.0,11767,1.5Fin,5,2008,MetalSd,No,Reg,0,MetalSd,SBrkr,Unf,None,GasA,Detchd,WD,1Fam,768.0,None,0,Edwards,RL,130500
839,N,TA,60.0,1925,1950,BrkTil,0,0.0,2,0.0,None,Fa,TA,8,TA,6,TA,None,None,0.0,0,70,BLQ,Unf,1.0,1,Norm,Norm,TA,TA,TA,Normal,4,Gable,Typ,Lvl,Inside,CompShg,None,Pave,P,Gtl,0,1482,0,0,0,0,254,672,516.0,156.0,0.0,12155,2Story,3,2008,Wd Sdng,No,IR1,0,Wd Sdng,SBrkr,Unf,None,GasA,Detchd,WD,1Fam,672.0,None,0,SWISU,RH,140000
840,Y,TA,60.0,1904,2002,PConc,0,0.0,2,0.0,Po,Gd,Gd,8,TA,5,Gd,None,Grvl,0.0,1,70,Unf,Unf,2.0,1,Norm,Norm,TA,TA,TA,Normal,3,Gable,Typ,Lvl,Inside,CompShg,None,Pave,P,Gtl,0,1539,0,70,0,78,68,581,650.0,0.0,0.0,10440,2Story,6,2008,MetalSd,No,Reg,0,MetalSd,SBrkr,Unf,None,GasA,Detchd,WD,1Fam,650.0,None,0,OldTown,RM,157500
841,Y,TA,82.0,1966,1966,CBlock,1,0.0,1,1.0,None,TA,Gd,7,TA,6,TA,None,None,183.0,0,80,Rec,ALQ,2.0,1,Norm,Norm,Gd,TA,TA,Normal,3,Gable,Typ,Lvl,Inside,CompShg,None,Pave,Y,Gtl,0,1165,0,0,0,129,0,0,276.0,312.0,539.0,9020,SLvl,5,2008,HdBoard,Gd,Reg,0,HdBoard,SBrkr,RFn,BrkFace,GasA,Attchd,WD,1Fam,1127.0,GdPrv,0,NAmes,RL,174900
842,N,TA,80.0,1961,1961,CBlock,0,0.0,2,0.0,None,TA,None,4,TA,5,Ex,None,None,0.0,0,90,Unf,Unf,0.0,2,Artery,Norm,None,TA,TA,Normal,6,Gable,Typ,Lvl,Corner,CompShg,None,Pave,Y,Gtl,0,1800,0,0,0,0,0,0,1800.0,0.0,0.0,8000,1Story,7,2007,BrkFace,No,Reg,0,BrkFace,SBrkr,None,None,GasA,None,WD,Duplex,1800.0,None,0,NAmes,RL,141000
843,Y,TA,100.0,1915,1950,BrkTil,1,0.0,1,0.0,Gd,TA,TA,8,TA,5,Gd,None,Grvl,0.0,1,50,Unf,Unf,3.0,1,Artery,Norm,TA,TA,TA,Normal,4,Gable,Typ,Lvl,Inside,CompShg,None,Pave,Y,Gtl,0,1416,0,418,0,0,194,540,876.0,0.0,0.0,12665,1.5Fin,6,2008,Wd Sdng,Mn,IR1,0,Wd Sdng,SBrkr,Unf,None,GasA,Detchd,WD,1Fam,876.0,None,0,OldTown,RM,153900
